PlayCode,shortTitlenoArticle,shortTitle,Genre,Author,AuthorTitlePage,GeneralTitlePageAuthor,InternalTitlePageAuthor,TitlePageTitle,GeneralTitlePageTitle,InternalTitlePageTitle,Printer,Publisher,Bookseller,TitlePageImprint,GeneralTitlePageImprint,InternalTitlePageImprint,TitlePagePublicationStatement,GeneralTitlePagePublicationStatement,InternalTitlePagePublicationStatement,PubPlace,UncertainPrintingDate,TitlePagePrintingDate,UncertainPerformDate,performDate,performDateQualified,CompanyFirstProduction,TitlePageCompany,Adult/Boy,TitlePageTheater,TitlePagePerformanceStatement,GeneralTitlePagePerformanceStatement,InternalTitlePagePerformanceStatement,Format,CollectionItem,CollectionDetails,paratextualMaterials,STC/Wing,ESTCNo,ESTCNo-URL,WigginsNo,DEEPNo,DEEPNo-URL,GregNo,ReelNo,TCPID,HoldingRepository,HoldingRepository-URL,Facsimiles,Other Editions,Folger Record URL,Hamnet Bib Id,SHC,printingDate,TCPTranscriptionStatus
ShepHol,"Shepherds' Holiday, The",The Shepherds' Holiday,Pastoral plays,Joseph Rutter (Uncertain: No)|,J. R.,,,"THE SHEPHEARDS HOLY-DAY. A PASTORALL TRAGI-COMÆDIE. ... WITH AN ELEGIE ON THE DEATH of the most noble Lady, the Lady VENETIA DIGBY.",,,Nicholas Okes (Uncertain: No)| John Okes (Uncertain: No)|,John Benson (Uncertain: No)|,,"LONDON: Printed by N. and I. Okes, for Iohn Benson, and are to be sold at his shop in St. Dunstans Church-yard in Fleetstreet. 1635.",,,,,,London,No,1635,Yes,1634,[1633–1635],Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Whitehall (palace),"ACTED BEFORE BOTH THEIR MAIESTIES AT WHITE-HALL, by the Queenes Servants.",,,octavo,No,,"DEDICATION: ""The Epistle"" to: Kenelm Digby (natural philosopher and courtier); from: Joseph Rutter [A2r] COMMENDATORY VERSES: 2: by ""Ben. Ionson""; ""Thomas May"" [A3r] CHARACTER LIST: ""The Persons of the Play"" [A4v] OTHER PARATEXTS: ""Thrysis. A Pastorall Elegie in the person of Sir Kenelme Digby, on the Death of his Noble Lady, the Lady Venetia Digby"" with a Latin ""Epigramma"" for her tomb subscribed ""Obijt 1. Maij, 1633."" [H1r]",STC 21470,S116288,http://estc.bl.uk/S116288,,843,http://deep.sas.upenn.edu/843,499a,STC / 936:10,A11205,Huntington,http://catalog.huntington.org/record=b1503068,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166405,166405,163-A11205,1635,Phase 2
MS,"Martyred Soldier, the",The Martyred Soldier,Tragedies,Henry Shirley (Uncertain: No)|,H. SHIRLEY Gent.,,,THE MARTYR'D Souldier:,,,John Okes (Uncertain: No)|,,Francis Eglesfield (Uncertain: No)|,"LONDON: Printed by I. Okes, and are to be sold by Francis Eglesfield at his house in Pauls Church-yard at the signe of the Mary-gold. 1638.",,,,,,London,No,1638,Yes,1618,[1618?],Queen Anne's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,"As it was sundry times Acted with a generall applause at the Private house in Drury lane, and at other publicke Theaters. By the Queenes Majesties servants.",,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" to: Kenelm Digby (natural philosopher and courtier); from: ""Io. Kirke"" [A2r] TO THE READER: ""To the Courteous Reader"" [A3v]; ""To the Reader of this Play now come in Print"" (in verse) [K2v] CHARACTER LIST: ""The Actors Names"" [A4v]",STC 22435,S117303,http://estc.bl.uk/S117303,,884,http://deep.sas.upenn.edu/884,533a(*),STC / 938:04,A12127,Michigan,http://mirlyn.lib.umich.edu/Record/001019255,Boston Public Library G.3977.3 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166905,166905,163-A12127,1638,Phase 1
BC,Bird in a Cage (The Beauties),The Bird in a Cage (The Beauties),Comedies,James Shirley (Uncertain: No)|,"IAMES SHIRLEY, Servant to Her Majesty.",,,THE BIRD IN A CAGE. A Comedie.,,,Bernard Alsop (Uncertain: No)| Thomas Fawcet (Uncertain: No)|,William Cooke (Uncertain: No)|,,"LONDON Printed by B. Alsop. and T. Fawcet. for William Cooke, and are to be sold at his Shop neere Furnivals-Jnne Gate, in Holborne. 1633.",,,,,,London,No,1633,No,1633,1633,Queen Henrietta Maria's Men,,Adult Company,Phoenix,As it hath beene Presented at the Phœnix in Drury-Lane.,,,quarto,No,,"DEDICATION: ""The Epistle Dedicatorie"" to: William Prynne (pamphleteer and lawyer); from: James Shirley [A2r] TO THE READER: ""The Printer to the Reader"" [K4r] CHARACTER LIST: ""The Persons"" [A1v]",STC 22436,S117308,http://estc.bl.uk/S117308,,816,http://deep.sas.upenn.edu/816,479a,STC / 938:05,A12128,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166908,Boston Public Library G.3976.43 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166908,166908,163-A12128,1633,Phase 1
CLM,"Changes, or Love in a Maze","Changes, or Love in a Maze",Comedies,James Shirley (Uncertain: No)|,"IAMES SHIRLEY, Gent.",,,"CHANGES: OR, Love in a Maze. A COMEDIE,",,,George Purslowe (Uncertain: No)|,William Cooke (Uncertain: No)|,,"LONDON: Printed by G. P. for William Cooke, and are to be sold at his shop neere Furnivals Inne gate in Holborne, 1632.",,,,,,London,No,1632,No,1632,1632,King's Revels Company,King's Revels Company,Boy Company,Salisbury Court,"As it was presented at the Private House in Salisbury Court, by the Company of His Majesties Revels.",,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" (in verse) to: Lady Dorothy (Devereux) Shirley (later married name of ""Stafford"") (literary patron and poet); from: James Shirley [A3r] CHARACTER LIST: ""The Actors names"" [A4v]",STC 22437,S117313,http://estc.bl.uk/S117313,,792,http://deep.sas.upenn.edu/792,462a,STC / 1156:08,A12129,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=003371011,Boston Public Library G.3976.44 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166911,166911,163-A12129,1632,Phase 1
ConMaid,Constant Maid (Love Will Find Out the Way),The Constant Maid (Love Will Find Out the Way),Comedies,James Shirley (Uncertain: No)|,James Shirley.,,,THE CONSTANT MAID. A Comedy.,,,Robert Raworth (Uncertain: No)|,Richard Whitaker (Uncertain: No)|,,"LONDON, Printed by J. Raworth, for R. Whitaker. 1640.",,,,,,London,No,1640,Yes,1638,[1630?–1640],Ogilby's Men|Queen Henrietta Maria's Men,,Adult Company,,,,,quarto,No,,"CHARACTER LIST: ""The names of the Persons"" [A1v]",STC 22438,S117315,http://estc.bl.uk/S117315,,978,http://deep.sas.upenn.edu/978,592a,STC / 938:06,A12130,Huntington,http://catalog.huntington.org/record=b1503361,Boston Public Library G.3976.45 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166913,166913,163-A12130,1640,Phase 1
Coro,"Coronation, The",The Coronation,Comedies,James Shirley (Uncertain: No)|,John Fletcher. Gent.,,,THE CORONATION A COMEDY.,,,Thomas Cotes (Uncertain: No)|,William Cooke (Uncertain: No)| Andrew Crooke 1 (Uncertain: No)|,,"LONDON, Printed by Tho. Cotes, for Andrew Crooke, and William Cooke. and are to be sold at the signe of the Greene Dragon, in Pauls Church-yard. 1640.",,,,,,London,No,1640,No,1635,1635,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,As it vvas presented by her Majesties Servants at the private House in Drury Lane.,,,quarto,No,,"CHARACTER LIST: ""The Actors Names"" [A1v]",STC 22440,S117330,http://estc.bl.uk/S117330,,945,http://deep.sas.upenn.edu/945,572a,STC / 938:07,A12133,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166920,Boston Public Library G.3971.22 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166920,166920,163-A12133,1640,Phase 1
DukesM,Duke's Mistress,The Duke's Mistress,Tragicomedies,James Shirley (Uncertain: No)|,IAMES SHIRLY.,,,"THE DVKES MISTRIS,",,,John Norton 2 (Uncertain: No)|,William Cooke (Uncertain: No)| Andrew Crooke 1 (Uncertain: No)|,,"LONDON, Printed by JOHN NORTON, for ANDREVV CROOKE, and VVILLIAM COOKE, 1638.",,,,,,London,No,1638,No,1636,1636,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,"As IT VVAS PRESENted by her Majesties Servants, At the private House in Drury-Lane.",,,quarto,No,,,STC 22441b,S102206,http://estc.bl.uk/S102206,,890,http://deep.sas.upenn.edu/890,536a(*),STC / 1431:02,A12135,Bodleian,http://solo.bodleian.ox.ac.uk/OXVU1:oxfaleph014290856,Boston Public Library G.3976.47 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=159245,159245,163-A12135,1638,Phase 1
Example,"Example, The",The Example,Comedies,James Shirley (Uncertain: No)|,IAMES SHIRLY.,,,THE EXAMPLE.,,,John Norton 2 (Uncertain: No)|,William Cooke (Uncertain: No)| Andrew Crooke 1 (Uncertain: No)|,,"LONDON. Printed by IOHN NORTON, for ANDREW CROOKE, and WILLIAM COOKE. 1637.",,,,,,London,No,1637,No,1634,1634,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,As IT VVAS PRESENted by her Majesties Servants At the private House in Drury-Lane.,,,quarto,No,,,STC 22442,S102993,http://estc.bl.uk/S102993,,874,http://deep.sas.upenn.edu/874,521a,STC / 1156:09,A12136,Michigan,http://mirlyn.lib.umich.edu/Record/001019262,Boston Public Library G.3976.48 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=159645,159645,163-A12136,1637,Phase 1
Game,"Gamester, The",The Gamester,Comedies,James Shirley (Uncertain: No)|,IAMES SHIRLY.,,,THE GAMESTER.,,,John Norton 2 (Uncertain: No)|,William Cooke (Uncertain: No)| Andrew Crooke 1 (Uncertain: No)|,,"LONDON. Printed by IOHN NORTON, for ANDREW CROOKE, and WILLIAM COOKE. 1637.",,,,,,London,No,1637,No,1633,1633,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,As IT VVAS PRESENted by her Majesties Servants At the private House in Drury-Lane.,,,quarto,No,,,STC 22443,S105182,http://estc.bl.uk/S105182,,876,http://deep.sas.upenn.edu/876,523a,STC / 938:09,A12137,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=160784,Boston Public Library G.3976.49 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=160784,160784,163-A12137,1637,Phase 1
HP,Hyde Park,Hyde Park,Comedies,James Shirley (Uncertain: No)|,James Shirly.,,,"HIDE PARKE A COMEDIE,",,,Thomas Cotes (Uncertain: No)|,William Cooke (Uncertain: No)| Andrew Crooke 1 (Uncertain: No)|,,"LONDON, Printed by Tho. Cotes, for Andrew Crooke, and William Cooke. 1637.",,,,,,London,No,1637,No,1632,1632,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,"As it vvas presented by her Majesties Servants, at the private house in Drury Lane.",,,quarto,No,,"DEDICATION: Epistle to: Henry Rich, 1st Earl of Holland; from: James Shirley [A2r] CHARACTER LIST: ""Persons"" [A2v]",STC 22446,S117338,http://estc.bl.uk/S117338,,870,http://deep.sas.upenn.edu/870,517a,STC / 939:03,A12140,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166926,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166926,166926,163-A12140,1637,Phase 1
HC,"Humorous Courtier (The Duke), The",The Humorous Courtier (The Duke),Comedies,James Shirley (Uncertain: No)|,IAMES SHIRLEY Gent.,,,"THE HVMOROVS COVRTIER. A COMEDY,",,,Thomas Cotes (Uncertain: No)|,William Cooke (Uncertain: No)|,James Becket (Uncertain: No)|,"LONDON. Printed by T. C. for William Cooke, and are to be sold by James Becket, in the Inner Temple. 1640.",,,,,,London,No,1640,No,1631,1631,Queen Henrietta Maria's Men,,Adult Company,Drury Lane,As it hath been presented with good applause at the private house in Drury-Lane.,,,quarto,No,,"CHARACTER LIST: ""The Actors names"" [A2v] OTHER PARATEXTS: ""A Catalogue of such things as hath beene published by James Sherley Gent."" [A1v]",STC 22447,S117374,http://estc.bl.uk/S117374,,952,http://deep.sas.upenn.edu/952,577a,STC / 939:04,A12141,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166941,Boston Public Library G.3976.53 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166941,166941,163-A12141,1640,Phase 1
LoP,Lady of Pleasure,The Lady of Pleasure,Comedies,James Shirley (Uncertain: No)|,James Shirly.,,,"THE LADY OF PLEASVRE. A COMEDIE,",,,Thomas Cotes (Uncertain: No)|,William Cooke (Uncertain: No)| Andrew Crooke 1 (Uncertain: No)|,,"LONDON, Printed by Tho. Cotes, for Andrew Crooke, and William Cooke. 1637.",,,,,,London,No,1637,No,1635,1635,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,"As it was Acted by her Majesties Servants, at the private House in Drury Lane.",,,quarto,No,,"DEDICATION: ""The Epistle"" to: John Lovelace, 2nd Baron Lovelace (misnamed ""Richard"" in dedication); from: James Shirley [A2r] CHARACTER LIST: ""Persons of the Comedy"" [A1v]",STC 22448,S117372,http://estc.bl.uk/S117372,,871,http://deep.sas.upenn.edu/871,518a,STC / 1156:10,A12142,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=003371042,Boston Public Library G.3976.55 (not transcribed copy)| British Library 644.b.51. (not the transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166940,166940,163-A12142,1637,Phase 1
LovCru,Love's Cruelty,Love's Cruelty,Tragedies,James Shirley (Uncertain: No)|,James Shirley Gent.,,,"LOVES CRVELTIE. A TRAGEDY,",,,Thomas Cotes (Uncertain: No)|,Andrew Crooke 1 (Uncertain: No)|,,"LONDON, Printed by Tho. Cotes, for Andrew Crooke. 1640.",,,,,,London,No,1640,No,1631,1631,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,"As it vvas presented by her Majesties Servants, at the private House in Drury Lane.",,,quarto,No,,"DEDICATION: Epistle to: George Porter (royalist army officer); and Charles Porter (son of Endymion Porter; brother of George); from: ""W. A."" [A2r]",STC 22449,S117371,http://estc.bl.uk/S117371,,946,http://deep.sas.upenn.edu/946,573a,STC / 939:05,A12143,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166939,Boston Public Library G.3976.56 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166939,166939,163-A12143,1640,Phase 1
Opp,"Opportunity, The",The Opportunity,Comedies,James Shirley (Uncertain: No)|,IAMES SHIRLEY.,,,"THE OPPORTVNITIE A COMEDY,",,,Thomas Cotes (Uncertain: No)|,Andrew Crooke 1 (Uncertain: No)|,,"Printed for Andrew Crooke, and are to be sold at the Castle Gate in Dublin. 1640.",,,,,,Dublin,No,1640,No,1634,1634,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,"As it vvas presented by her Majesties Servants, at the private House in Drury Lane.",,,quarto,No,,"DEDICATION: Epistle to: Richard Owen (rear admiral); from: James Shirley [A2r] CHARACTER LIST: ""The Actors Names"" [A2v]",STC 22452,S1653,http://estc.bl.uk/S1653,,950,http://deep.sas.upenn.edu/950,575a(§),STC / 1715:03,A12148,Huntington,http://catalog.huntington.org/record=b1506393,,,,,163-A12148,1640,Phase 1
RM,"Royal Master, The",The Royal Master,Comedies,James Shirley (Uncertain: No)|,IAMES SHIRLEY.,,,THE ROYALL MASTER;,,,Thomas Cotes (Uncertain: No)|,,Richard Sergier 2 (Uncertain: No)| John Crooke 1 (Uncertain: No)|,"LONDON, Printed by T. Cotes, and are to be sold by Iohn Crooke, and Richard Serger, at the Grayhound in Pauls Church-yard. 1638.",,,,,,London,No,1638,No,1637,1637,Ogilby's Men|Queen Henrietta Maria's Men,,Adult Company,New Theatre (Werburgh Street Theatre Dublin),"As it vvas Acted in the nevv Theater in Dublin: AND Before the Right Honorable the Lord Deputie of Ireland, in the Castle.",,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" to: George Fitzgerald, 16th Earl of Kildare; from: James Shirley [A2r] COMMENDATORY VERSES: 10: by ""Iames Mervyn""; ""Fra Butler""; ""Dru. Cooper""; ""Ric. Belling""; ""T. I.""; ""W. Markham""; ""W. Smith""; ""Iohn Oglebye""; ""Iohn Iacson""; ""Iames Mervyn"" [A3r]",STC 22454,S117251,http://estc.bl.uk/S117251,,896,http://deep.sas.upenn.edu/896,538a(*),STC / 1464:06,A12150,Cambridge,http://search.lib.cam.ac.uk/?itemid=|cambrdgedb|3854308,Boston Public Library G.3976.59 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166881,166881,163-A12150,1638,Phase 1
1StP,"Saint Patrick for Ireland, 1","Saint Patrick for Ireland, 1",Neo-miracle,James Shirley (Uncertain: No)|,James Shirley.,,,St. PATRICK FOR IRELAND. The first Part.,,,John Raworth (Uncertain: No)|,Richard Whitaker (Uncertain: No)|,,"LONDON, Printed by J. Raworth, for R. Whitaker. 1640.",,,,,,London,No,1640,Yes,1639,[c.1637–1640],Ogilby's Men|Queen Henrietta Maria's Men,,Adult Company,,,,,quarto,No,,"CHARACTER LIST: ""The names of the Actors"" [A2v]",STC 22455,S117360,http://estc.bl.uk/S117360,,979,http://deep.sas.upenn.edu/979,593a,STC / 1394:20,A12151,Bristol Public,,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166933,166933,163-A12151,1640,Phase 1
Traitor,"Traitor, The",The Traitor,Tragedies,James Shirley (Uncertain: No)|,IAMES SHIRLEY.,,,"THE TRAYTOR. A TRAGEDIE,",,,John Norton 2 (Uncertain: No)|,William Cooke (Uncertain: No)|,,"LONDON: Printed for William Cooke, and are to be sold at his Shop at Furnivals Inne-gate in Holborne. 1635.",,,,,,London,No,1635,No,1631,1631,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,,ACTED By her Majesties Servants.,,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" to: William Cavendish (1st Duke of Newcastle upon Tyne); from: James Shirley [A2r] COMMENDATORY VERSES: 1: by ""Will Atkins"" [A3r] CHARACTER LIST: ""The Persons"" [A3v]",STC 22458,S117334,http://estc.bl.uk/S117334,,842,http://deep.sas.upenn.edu/842,498a,STC / 1008:02,A12154,Huntington,http://catalog.huntington.org/record=b1507188,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166923,166923,163-A12154,1635,Phase 1
YoungAd,"Young Admiral, The",The Young Admiral,Tragicomedies,James Shirley (Uncertain: No)|,James Shirly.,,,THE YOVNG ADMIRALL.,,,Thomas Cotes (Uncertain: No)|,William Cooke (Uncertain: No)| Andrew Crooke 1 (Uncertain: No)|,,"LONDON, Printed by Tho. Cotes, for Andrew Crooke, and William Cooke. 1637.",,,,,,London,No,1637,No,1633,1633,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,"AS IT VVAS PRESENTED By her Majesties Servants, at the private house in Drury Lane.",,,quarto,No,,"DEDICATION: ""The Epistle"" to: George Berkeley, 8th Baron Berkeley; from: James Shirley [A2r] CHARACTER LIST: ""Names of the Persons"" [A1v]",STC 22463,S117314,http://estc.bl.uk/S117314,,872,http://deep.sas.upenn.edu/872,519a,STC / 939:12,A12158,Michigan,http://mirlyn.lib.umich.edu/Record/001367345,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166912,166912,163-A12158,1637,Phase 1
ValScot,"Valiant Scot, The",The Valiant Scot,Tragedies,J. W. (Uncertain: No)|,J. W. Gent.,,,THE VALIANT SCOT.,,,Thomas Harper (Uncertain: No)|,John Waterson (Uncertain: No)|,,"LONDON, Printed by Thomas Harper for Iohn Waterson, and are to be sold at his shop in Pauls Church-yard, at the signe of the Crowne. 1637.",,,,,,London,No,1637,Yes,1626,[1625–1626],Unknown,,Adult Company,,,,,quarto,No,,"DEDICATION: Epistle to: James Hamilton, 1st Duke of Hamilton; from: William Bowyer [A2r]",STC 24910,S119334,http://estc.bl.uk/S119334,,873,http://deep.sas.upenn.edu/873,520a,STC / 1014:04,A14599,Huntington,http://catalog.huntington.org/record=b1504107,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=167974,167974,163-A14599,1637,Phase 2
NL,"Northern Lass, The",The Northern Lass,Comedies,Richard Brome (Uncertain: No)|,RICHARD BROME.,,,"THE NORTHERN LASSE, A COMOEDIE.",,,Augustine Mathewes (Uncertain: No)|,,Nicholas Vavasour (Uncertain: No)|,"LONDON: Printed by AVG. MATHEVVES, and are to be sold by NICHOLAS VAVASOVR, dwelling at the little South dore of St. Pauls Church. 1632.",,,,,,London,No,1632,No,1629,1629,King's Men,King's Men,Adult Company,Blackfriars|Globe,"As it hath beene often Acted with good Applause, at the Globe, and Black-Fryers. By his Maiesties Servants.",,,quarto,No,,"DEDICATION: ""The Epistle Dedicatorie"" to: Richard Holford (of Gray's Inn); from: Richard Brome [A2r] COMMENDATORY VERSES: 6: by ""Ben. Ionson""; ""F. T.""; ""St. Br.""; ""Iohn Ford""; ""Tho. Dekker""; ""F. T."" [A3r] CHARACTER LIST: ""The Persons in the Comedie"" [A1v]",STC 3819,S106713,http://estc.bl.uk/S106713,,793,http://deep.sas.upenn.edu/793,463a,STC / 1129:12,A16924,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=000484310,,http://www.hrionline.ac.uk/brome/viewTranscripts.jsp?play=NL&act=1&type=BOTHRichard Brome Online,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=170477,170477,163-A16924,1632,Phase 1
SG,"Sparagus Garden (Tom Hoydon o' Tanton Deane), The",The Sparagus Garden (Tom Hoydon o' Tanton Deane),Comedies,Richard Brome (Uncertain: No)|,Richard Brome.,,,THE SPARAGVS Garden: A COMEDIE.,,,John Okes (Uncertain: No)|,Francis Constable (Uncertain: No)|,,"LONDON: Printed by J. Okes, for Francis Constable, and are to be sold at his shops in Kings-street at the signe of the Goat, and in Westminster-hall. 1640.",,,,,,London,No,1640,No,1635,1635,King's Revels Company,King's Revels Company,Adult Company,Salisbury Court,"Acted in the yeare 1635. by the then Company of Revels, at Salisbury Court.",,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" to: William Cavendish (1st Duke of Newcastle upon Tyne); from: Richard Brome [A2r] COMMENDATORY VERSES: 2: by ""C. G.""; ""R. W."" [A3r] CHARACTER LIST: ""The Persons in the Comedy"" [A4v]",STC 3820,S106714,http://estc.bl.uk/S106714,,970,http://deep.sas.upenn.edu/970,587a(*),STC / 1129:13,A16927,Huntington,http://catalog.huntington.org/record=b1507676,,http://www.hrionline.ac.uk/brome/viewTranscripts.jsp?play=SG&act=1&type=BOTHRichard Brome Online,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=161630,161630,163-A16927,1640,Phase 1
RS,"Royal Slave, The",The Royal Slave,Tragicomedies,William Cartwright (Uncertain: No)|,,,,THE ROYALL SLAVE. A Tragi-Comedy.,,,William Turner (Uncertain: No)|,Thomas Robinson (Uncertain: No)|,,"OXFORD, Printed by WILLIAM TURNER for THOMAS ROBINSON. 1639.",,,,,,Oxford,No,1639,No,1636,1636,King's Men,King's Men,Adult Company,Hampton (palace),Presented to the King and Queene by the Students of Christ-Church in Oxford. August 30. 1636. Presented since to both their Majesties at Hampton-Court by the Kings Servants.,,,quarto,No,,"CHARACTER LIST: ""The Persons of the Play"" [A4r]",STC 4717,S122388,http://estc.bl.uk/S122388,,942,http://deep.sas.upenn.edu/942,570a,STC / 1092:12,A18083,Michigan,http://mirlyn.lib.umich.edu/Record/001693665,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=169455,169455,163-A18083,1639,Phase 1
Ball,"Ball, The",The Ball,Comedies,James Shirley (Uncertain: No)|,"George Chapman, and James Shirly.",,,"THE BALL. A COMEDY,",,,Thomas Cotes (Uncertain: No)|,William Cooke (Uncertain: No)| Andrew Crooke 1 (Uncertain: No)|,,"LONDON, Printed by Tho. Cotes, for Andrew Crooke, and William Cooke. 1639.",,,,,,London,No,1639,No,1632,1632,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Drury Lane,"As it vvas presented by her Majesties Servants, and the private House in Drury Lane.",,,quarto,No,,"CHARACTER LIST: ""The Persons of the Comedy"" [A1v]",STC 4995,S107725,http://estc.bl.uk/S107725,,911,http://deep.sas.upenn.edu/911,549a,STC / 919:11,A18427,Huntington,http://catalog.huntington.org/record=b1499538,Boston Public Library G.3967.34 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162403,162403,163-A18427,1639,Phase 1
1Cid,"Cid, 1 (The Valiant Cid)","The Cid, 1 (The Valiant Cid)",Tragicomedies,Joseph Rutter (Uncertain: No)| Pierre Corneille (Uncertain: No)|,,,,"The Cid, A TRAGICOMEDY, out of French made English:",,,John Haviland (Uncertain: No)|,Thomas Walkley (Uncertain: No)|,,"LONDON, Printed by John Haviland for Thomas Walkly, and are to be sold at his shop at the Flying Horse neare Yorke house. 1637.",,,,,,London,No,1637,Yes,1637,[1637–1638],Beeston's Boys,Beeston's Boys,Boy Company,Cockpit,"And acted before their Majesties at Court, and on the Cock-pit Stage in Drury-lane, by the servants to both their Majesties.",,,duodecimo,No,,"DEDICATION: ""The Epistle Dedicatory"" to: Edward Sackville, 4th Earl of Dorset; from: Joseph Rutter [A2r] TO THE READER: ""To the Reader"" [A4r] CHARACTER LIST: ""The names of the Actors"" [A5v] OTHER PARATEXTS: Woodcut of Sackville crest [A1v]; another woodcut of Sackville crest [D5v]",STC 5770,S108694,http://estc.bl.uk/S108694,,878,http://deep.sas.upenn.edu/878,525a,STC / 830:08,A19346,Huntington,http://catalog.huntington.org/record=b1500126,,,,,163-A19346,1637,Phase 1
CB,"Cruel Brother, The",The Cruel Brother,Tragedies,William Davenant (Uncertain: No)|,,,,THE CRVELL BROTHER. A Tragedy.,,,Augustine Mathewes (Uncertain: No)|,John Waterson (Uncertain: No)|,,"LONDON, Imprinted by A. M. for Iohn Waterson, and are to bee solde at the signe of the Crowne in Pauls Church-yard. 1630.",,,,,,London,No,1630,No,1627,1627,King's Men,King's Men,Adult Company,Blackfriars,"As it was presented, at the priuate House, in the Blacke-Fryers: By His Maiesties Seruants.",,,quarto,No,,"DEDICATION: ""The Epistle Dedicatorie"" to: Richard Weston (1st Earl of Portland); from: William Davenant [A3r] CHARACTER LIST: ""The Persons of this Tragedy"" [A4v]",STC 6302,S109305,http://estc.bl.uk/S109305,,748,http://deep.sas.upenn.edu/748,427a,STC / 1170:08,A19876,Huntington,http://catalog.huntington.org/record=b1500505,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163305,163305,163-A19876,1630,Phase 1
